"Question","Question_URL","Categories","Number_Ans_Official","Number_Foll","Number_View"
"Which amount is taken as cash at bank, closing balance of bank statement or ledger balance of the firm in the audited financial statements?","https://www.quora.com/unanswered/Which-amount-is-taken-as-cash-at-bank-closing-balance-of-bank-statement-or-ledger-balance-of-the-firm-in-the-audited-financial-statements","Ledgers, Bank Statements, Financial Statements, Balance Sheets, Financial Accounting, Accountants, Accounting, Banks, Finance, Banking","0","1","161"
"In the retail business, why are occupancy costs considered part of cost of sales?","https://www.quora.com/unanswered/In-the-retail-business-why-are-occupancy-costs-considered-part-of-cost-of-sales","Retail Business, Accounting, Business","0","1","213"
"Are you looking for an accounting BPO?","https://www.quora.com/unanswered/Are-you-looking-for-an-accounting-BPO","Knowledge Process Outsourcing, Business Process Outsourcing, Financial Accounting, Outsourcing, Accountants, Accounting, Survey Question","0","3","538"
"Chartered Accountants: What was your toughest interview experience?","https://www.quora.com/unanswered/Chartered-Accountants-What-was-your-toughest-interview-experience","Interview Experiences, Accountants, Accounting, Job Interview Questions, Interviews, Chartered Accountants (CA), Job Interviews, Jobs and Careers, Career Advice","0","19","1,436"
"How do I claim the GST input for 17-18 where balance sheet finalization work is completed?","https://www.quora.com/How-do-I-claim-the-GST-input-for-17-18-where-balance-sheet-finalization-work-is-completed","Input Variable, Balance Sheets, Goods and Services Tax, Financial Accounting, Goods and Services Tax in India, Accounting, Taxes","0","1","319"
"What is the best way to get leads for chartered accountants?","https://www.quora.com/What-is-the-best-way-to-get-leads-for-chartered-accountants","The Practice of Accounting, Lead Generation, The Institute of Chartered Accountants of India (ICAI), Accountants, Integrated Professional Competence Course, Accounting, Chartered Accountants (CA)","2","3","802"
"As an auditor, what was your ""above my paygrade"" moment?","https://www.quora.com/As-an-auditor-what-was-your-above-my-paygrade-moment","Auditors, Auditing, Association of Chartered Certified Accountants (ACCA), Certified Public Accountants (CPA), Moments, Accounting, Chartered Accountants (CA), Salaries and Wages, Experiences in Life, Life and Living, Jobs and Careers, Career Advice","1","4","427"
"What are the top accounting firms in Kanpur?","https://www.quora.com/unanswered/What-are-the-top-accounting-firms-in-Kanpur","Kanpur, Uttar Pradesh, India, Accounting Firms, Accounting","0","1","424"
"When shares are forfeited does interest on calls in arrears on those shares get cancelled or does it remain payable?","https://www.quora.com/unanswered/When-shares-are-forfeited-does-interest-on-calls-in-arrears-on-those-shares-get-cancelled-or-does-it-remain-payable","Accounting","0","0","290"
"Which area is better: audit or consulting?","https://www.quora.com/Which-area-is-better-audit-or-consulting","Auditing, Consulting, Accounting, Career Choices, Jobs and Careers, Career Advice","1","2","673"
"What is the use of computer for accounting & finance?","https://www.quora.com/What-is-the-use-of-computer-for-accounting-finance","Financial Accounting, Accounting, Computers, Finance","1","1","310"
"If you were to only choose one financial statement, which one would be the most important and why?","https://www.quora.com/If-you-were-to-only-choose-one-financial-statement-which-one-would-be-the-most-important-and-why","Financial Statements, Financial Accounting, Accounting, Personal Finance, Finance, Business, Hypothetical Scenarios, Survey Question","3","1","617"
"What is the journal entry for sales returns and allowances?","https://www.quora.com/What-is-the-journal-entry-for-sales-returns-and-allowances","Accounting Journal Entry, Allowances, Journal Entries, Diaries and Journals, Financial Accounting, Academic Journals, Publishing, Accounting, Sales, Jobs and Careers","2","2","306"
"What's the difference between accounting value and market value?","https://www.quora.com/Whats-the-difference-between-accounting-value-and-market-value","Market Value, Financial Accounting, Valuations (finance), Value (economics), Accounting, Stocks (finance), Stock Markets, Marketing, Finance, Investing","2","1","255"
"In QB’s, if I’m not charging a customer a processing fee when using Square/PayPal, how do I categorize and account for the loss?","https://www.quora.com/In-QB-s-if-I-m-not-charging-a-customer-a-processing-fee-when-using-Square-PayPal-how-do-I-categorize-and-account-for-the-loss","Intuit (company), Square (product), QuickBooks, Payment Processing, Customer Service, Accounting, Credit Cards, Banking","1","2","549"
"Are human resources workers or accountants in charge of keeping employee tax records?","https://www.quora.com/Are-human-resources-workers-or-accountants-in-charge-of-keeping-employee-tax-records","Accountants, Human Resources, Accounting, Taxes, Business","4","1","248"
"Where can you find a good description of the benefits of accounting online?","https://www.quora.com/Where-can-you-find-a-good-description-of-the-benefits-of-accounting-online","Online, Accounting","1","1","151"
"I am from India with work experience of 2 years and have done CPA USA (Guam), what is the procedure to become a CPA in Canada after this? Which are some of the best Tax/Audit Firms in Canada to work for that also sponsor Canadian CPA/IFRS Diploma?","https://www.quora.com/unanswered/I-am-from-India-with-work-experience-of-2-years-and-have-done-CPA-USA-Guam-what-is-the-procedure-to-become-a-CPA-in-Canada-after-this-Which-are-some-of-the-best-Tax-Audit-Firms-in-Canada-to-work-for-that-also","CPA Canada, Certified Public Accountants (CPA), Accountants, Accounting, Canada, Career Advice, Personal Question","0","1","141"
"Which is better for freelancers, FreshBooks or QuickBooks?","https://www.quora.com/Which-is-better-for-freelancers-FreshBooks-or-QuickBooks","FreshBooks (product), QuickBooks Online (product), QuickBooks, Accounting Software, Freelancers, Freelancing Tips and Hacks, Freelancing, Accounting, Software and Applications","4","1","503"
"What will be the journal entry of a bought stationery for ₹550 for office use?","https://www.quora.com/What-will-be-the-journal-entry-of-a-bought-stationery-for-550-for-office-use","Stationery (office supplies), Journal Entries, Accounting","1","1","83"
"What are the importances of accounting to the organization?","https://www.quora.com/What-are-the-importances-of-accounting-to-the-organization","Organizations (corporate and non-profit), Accountants, Organization, Accounting, Finance","2","0","117"
"What do you mean by EDP audit?","https://www.quora.com/What-do-you-mean-by-EDP-audit","Electronic Data Processing, Audit Firm, Audits, Auditing, Auditions, Meaning (philosophy), Accounting, Chartered Accountants (CA), Phrase Definitions, Finance, English (language)","1","1","270"
"As a chartered accountant, how do I get an opportunity of moving out of India?","https://www.quora.com/As-a-chartered-accountant-how-do-I-get-an-opportunity-of-moving-out-of-India","Accountants, Accounting, Chartered Accountants (CA), Career Advice","1","12","1,180"
"Why is the debit balance of a profit and loss account a net loss, whereas when we prepare a profit and loss account, the debit of a P&L account is treated as net profit and added to capital in the balance sheet?","https://www.quora.com/Why-is-the-debit-balance-of-a-profit-and-loss-account-a-net-loss-whereas-when-we-prepare-a-profit-and-loss-account-the-debit-of-a-P-L-account-is-treated-as-net-profit-and-added-to-capital-in-the-balance-sheet","Net Profit, Profit and Loss Statements (P&L), Profit and Loss, Balance Sheets, Profitability, Accounting, Finance","1","0","408"
"What are the journal entry goods sold by the cheque of SBT?","https://www.quora.com/What-are-the-journal-entry-goods-sold-by-the-cheque-of-SBT","Journal Entries, Checks (cheques), Accounting","1","1","185"
"How are OYO rooms for a fresher chartered accountant?","https://www.quora.com/How-are-OYO-rooms-for-a-fresher-chartered-accountant","OYO (company), Accountants, Hotels, Accounting, Chartered Accountants (CA)","1","1","270"
"How can a chartered accountant apply to ICICI Bank for a job?","https://www.quora.com/How-can-a-chartered-accountant-apply-to-ICICI-Bank-for-a-job","ICICI Bank, Accountants, Accounting, Chartered Accountants (CA), Banking, Career Advice","1","4","596"
"What are the disadvantages of back-flush accounting?","https://www.quora.com/unanswered/What-are-the-disadvantages-of-back-flush-accounting","Disadvantages and Advantages, Accounting Software, Financial Accounting, Accounting, Finance, Business","0","3","504"
"How do you determine an operating income return on investment?","https://www.quora.com/How-do-you-determine-an-operating-income-return-on-investment","Returns on Investment (finance), Income, Accounting, Investment Advice, Taxes, Personal Finance, Finance, Business, Investing","4","1","395"
"What is the best suggestion you can give if I do my second (in accounting) master’s degree in Canada?","https://www.quora.com/unanswered/What-is-the-best-suggestion-you-can-give-if-I-do-my-second-in-accounting-master-s-degree-in-Canada","Accounting, Master's Programs, Canada, College Advice, Career Advice","0","0","124"
"How do you determine the price of a stock by using the cash flow statement instead of earnings?","https://www.quora.com/unanswered/How-do-you-determine-the-price-of-a-stock-by-using-the-cash-flow-statement-instead-of-earnings","Cashflow, Accounting, Stocks (finance), Stock Markets, Finance, Investing","0","2","303"
"What are the important documents for book keeping/accounting a small scale business (bakery specifically) needs to keep track of all tools, equipment and cash flow?","https://www.quora.com/What-are-the-important-documents-for-book-keeping-accounting-a-small-scale-business-bakery-specifically-needs-to-keep-track-of-all-tools-equipment-and-cash-flow","Bookkeeping (accounting), Cashflow, Financial Accounting, Documents, Small Business Advice, Accounting, Small Businesses, Entrepreneurship, Startup Strategy, Business","3","2","335"
"Can you give information about the Institute of Chartered Accountants of India?","https://www.quora.com/Can-you-give-information-about-the-Institute-of-Chartered-Accountants-of-India","The Institute of Chartered Accountants of India (ICAI), Accountants, Accounting, Chartered Accountants (CA), India","1","2","617"
"How many chartered accountants write the CAT?","https://www.quora.com/How-many-chartered-accountants-write-the-CAT","Accountants, Accounting, Common Admission Test (CAT), Chartered Accountants (CA)","1","9","1,188"
"As a chartered accountant, what are the shadiest things you've unravelled in your clients' business?","https://www.quora.com/As-a-chartered-accountant-what-are-the-shadiest-things-youve-unravelled-in-your-clients-business","Accountants, Accounting, Chartered Accountants (CA)","2","10","2,346"
